Row ID,Order ID,Order Date,Customer Name,Country,City,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Unit Price ,Quantity, Profit ,Year,Month
1623,CA-2017-108560,4/18/2021,Jenna Caffey,Washington,Kent,98031,WEST,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",$23.17 ,2,$46.34 ,2017,July
1624,CA-2017-108560,4/19/2021,Jenna Caffey,Washington,Kent,98031,WEST,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,$50.00 ,2,$100.00 ,2017,July
1625,CA-2015-157084,4/20/2021,James Galang,California,Los Angeles,90049,WEST,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,$675.96 ,5,"$3,379.80 ",2015,December
1626,CA-2015-157084,4/21/2021,James Galang,California,Los Angeles,90049,WEST,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,"$1,265.85 ",3,"$3,797.55 ",2015,December
1627,CA-2015-164539,4/22/2021,Philisse Overcash,New York,New York City,10011,EAST,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",$523.25 ,5,"$2,616.25 ",2015,November
1628,CA-2015-143119,4/23/2021,Marc Crier,Louisiana,Lafayette,70506,SOUTH,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,$517.50 ,6,"$3,105.00 ",2015,September
1629,CA-2017-101049,4/24/2021,Alan Shonely,Ohio,Cleveland,44105,EAST,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",$17.92 ,5,$89.60 ,2017,June
1630,CA-2017-101049,4/25/2021,Alan Shonely,Ohio,Cleveland,44105,EAST,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,$41.26 ,6,$247.54 ,2017,June
1631,CA-2016-106530,4/26/2021,Clay Ludtke,Ohio,Cleveland,44105,EAST,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,"$1,006.06 ",3,"$3,018.17 ",2016,May
1632,CA-2016-106530,4/27/2021,Clay Ludtke,Ohio,Cleveland,44105,EAST,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,$10.69 ,2,$21.38 ,2016,May
1633,CA-2016-106530,4/28/2021,Clay Ludtke,Ohio,Cleveland,44105,EAST,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,$10.37 ,2,$20.74 ,2016,May
1634,CA-2016-106530,4/29/2021,Clay Ludtke,Ohio,Cleveland,44105,EAST,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,$25.12 ,2,$50.24 ,2016,May
1635,CA-2016-106530,4/30/2021,Clay Ludtke,Ohio,Cleveland,44105,EAST,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,$58.11 ,2,$116.22 ,2016,May
1636,CA-2014-168984,5/1/2021,Natalie Webber,Oregon,Tigard,97224,WEST,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,$15.55 ,3,$46.66 ,2014,November
1637,CA-2014-168984,5/2/2021,Natalie Webber,Oregon,Tigard,97224,WEST,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$669.08 ,5,"$3,345.40 ",2014,November
1638,CA-2014-168984,5/3/2021,Natalie Webber,Oregon,Tigard,97224,WEST,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,$438.34 ,4,"$1,753.34 ",2014,November
1639,CA-2016-157266,5/4/2021,Toby Braunhardt,District of Columbia,Washington,20016,EAST,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),$19.44 ,3,$58.32 ,2016,May
1640,CA-2016-157266,5/5/2021,Toby Braunhardt,District of Columbia,Washington,20016,EAST,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,$9.64 ,2,$19.28 ,2016,May
1641,CA-2016-157266,5/6/2021,Toby Braunhardt,District of Columbia,Washington,20016,EAST,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$12.70 ,2,$25.40 ,2016,May
1642,CA-2016-157266,5/7/2021,Toby Braunhardt,District of Columbia,Washington,20016,EAST,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,$41.37 ,3,$124.11 ,2016,May
1643,US-2014-134712,5/8/2021,Bill Stewart,Illinois,Skokie,60076,CENTRAL,OFF-FA-10003112,Office Supplies,Fasteners,Staples,$12.62 ,2,$25.25 ,2014,November
1644,CA-2015-111829,5/9/2021,Fred Hopkins,Washington,Seattle,98115,WEST,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,"$1,247.64 ",3,"$3,742.92 ",2015,March
1645,CA-2015-111829,5/10/2021,Fred Hopkins,Washington,Seattle,98115,WEST,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,"$3,149.93 ",7,"$22,049.51 ",2015,March
1646,CA-2015-111829,5/11/2021,Fred Hopkins,Washington,Seattle,98115,WEST,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,$209.70 ,2,$419.40 ,2015,March
1647,CA-2015-105221,5/12/2021,Valerie Mitchum,Pennsylvania,Philadelphia,19140,EAST,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,$35.36 ,2,$70.72 ,2015,November
1648,CA-2015-105221,5/13/2021,Valerie Mitchum,Pennsylvania,Philadelphia,19140,EAST,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",$3.17 ,2,$6.34 ,2015,November
1649,CA-2015-120341,5/14/2021,Sarah Foster,Pennsylvania,Philadelphia,19143,EAST,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,$121.10 ,6,$726.62 ,2015,September
1650,CA-2015-120341,5/15/2021,Sarah Foster,Pennsylvania,Philadelphia,19143,EAST,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,$45.89 ,1,$45.89 ,2015,September
1651,CA-2014-135699,5/16/2021,Hilary Holden,California,San Francisco,94110,WEST,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,$109.92 ,2,$219.84 ,2014,August
1652,CA-2014-135699,5/17/2021,Hilary Holden,California,San Francisco,94110,WEST,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,$13.36 ,2,$26.72 ,2014,August
1653,US-2017-132444,5/18/2021,Christina DeMoss,Washington,Seattle,98105,WEST,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,$169.68 ,6,"$1,018.08 ",2017,November
1654,US-2017-132444,5/19/2021,Christina DeMoss,Washington,Seattle,98105,WEST,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,$132.52 ,4,$530.08 ,2017,November
1655,US-2017-132444,5/20/2021,Christina DeMoss,Washington,Seattle,98105,WEST,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,$2.96 ,2,$5.92 ,2017,November
1656,US-2017-132444,5/21/2021,Christina DeMoss,Washington,Seattle,98105,WEST,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",$8.45 ,2,$16.90 ,2017,November
1657,US-2017-132444,5/22/2021,Christina DeMoss,Washington,Seattle,98105,WEST,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,$95.94 ,3,$287.82 ,2017,November
1658,CA-2014-127159,5/23/2021,Hunter Lopez,Wisconsin,Milwaukee,53209,CENTRAL,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",$34.79 ,7,$243.53 ,2014,May
1659,CA-2017-161809,5/24/2021,Thea Hendricks,California,Los Angeles,90045,WEST,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,$160.78 ,3,$482.33 ,2017,January
1660,CA-2017-127285,5/25/2021,Michelle Moray,Washington,Seattle,98115,WEST,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",$88.75 ,3,$266.26 ,2017,October
1661,CA-2017-127285,5/26/2021,Michelle Moray,Washington,Seattle,98115,WEST,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,$13.90 ,2,$27.81 ,2017,October
1662,CA-2017-144526,5/27/2021,Quincy Jones,Pennsylvania,Philadelphia,19143,EAST,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,$677.58 ,5,"$3,387.90 ",2017,April
1663,CA-2017-144526,5/28/2021,Quincy Jones,Pennsylvania,Philadelphia,19143,EAST,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,$13.90 ,3,$41.69 ,2017,April
1664,CA-2016-128531,5/29/2021,Neola Schneider,Texas,Dallas,75217,CENTRAL,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,$41.92 ,5,$209.60 ,2016,November
1665,CA-2016-128531,5/30/2021,Neola Schneider,Texas,Dallas,75217,CENTRAL,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,$297.58 ,3,$892.73 ,2016,November
1666,CA-2016-128531,5/31/2021,Neola Schneider,Texas,Dallas,75217,CENTRAL,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,$4.34 ,3,$13.03 ,2016,November
1667,CA-2016-128531,6/1/2021,Neola Schneider,Texas,Dallas,75217,CENTRAL,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,$94.99 ,2,$189.98 ,2016,November
1668,CA-2016-128531,6/2/2021,Neola Schneider,Texas,Dallas,75217,CENTRAL,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,$74.35 ,3,$223.06 ,2016,November
1669,CA-2016-128531,6/3/2021,Neola Schneider,Texas,Dallas,75217,CENTRAL,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",$14.04 ,3,$42.12 ,2016,November
1670,US-2015-157154,6/4/2021,Michael Moore,New York,New York City,10011,EAST,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,"$1,018.10 ",4,"$4,072.42 ",2015,January
1671,CA-2017-159457,6/5/2021,Rick Duston,Texas,Houston,77095,CENTRAL,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,$16.68 ,3,$50.04 ,2017,October
1672,CA-2016-107615,6/6/2021,Robert Barroso,Nevada,North Las Vegas,89031,WEST,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,$58.58 ,2,$117.16 ,2016,March
1673,CA-2017-111647,6/7/2021,Rob Dowd,Texas,Plano,75023,CENTRAL,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,$167.97 ,4,$671.87 ,2017,July
1674,CA-2015-150560,6/8/2021,Shaun Weien,Virginia,Suffolk,23434,SOUTH,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",$196.62 ,2,$393.24 ,2015,December
1675,CA-2015-143077,6/9/2021,Sylvia Foulston,Texas,Houston,77041,CENTRAL,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,$21.94 ,2,$43.87 ,2015,September
1676,CA-2015-143077,6/10/2021,Sylvia Foulston,Texas,Houston,77041,CENTRAL,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,$6.59 ,3,$19.76 ,2015,September
1677,CA-2016-122728,6/11/2021,Eric Barreto,California,San Francisco,94110,WEST,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,$104.28 ,3,$312.84 ,2016,May
1678,CA-2016-122728,6/12/2021,Eric Barreto,California,San Francisco,94110,WEST,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),$17.94 ,3,$53.82 ,2016,May
1679,CA-2014-122882,6/13/2021,Sean Braxton,Pennsylvania,Philadelphia,19134,EAST,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",$64.78 ,1,$64.78 ,2014,September
1680,CA-2014-122882,6/14/2021,Sean Braxton,Pennsylvania,Philadelphia,19134,EAST,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,$32.38 ,3,$97.15 ,2014,September
1681,CA-2014-122882,6/15/2021,Sean Braxton,Pennsylvania,Philadelphia,19134,EAST,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,$42.37 ,2,$84.74 ,2014,September
1682,CA-2014-122882,6/16/2021,Sean Braxton,Pennsylvania,Philadelphia,19134,EAST,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,$399.54 ,4,"$1,598.16 ",2014,September
1683,US-2016-101497,6/17/2021,Pamela Stobb,California,Los Angeles,90008,WEST,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,$18.97 ,1,$18.97 ,2016,September
1684,CA-2016-147585,6/18/2021,Claudia Bergmann,California,San Francisco,94110,WEST,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",$14.82 ,3,$44.46 ,2016,November
1685,CA-2017-149489,6/19/2021,Damala Kotsonis,Pennsylvania,Philadelphia,19143,EAST,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",$99.28 ,2,$198.56 ,2017,April
1686,CA-2017-149489,6/20/2021,Damala Kotsonis,Pennsylvania,Philadelphia,19143,EAST,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,$1.19 ,2,$2.38 ,2017,April
1687,CA-2017-149489,6/21/2021,Damala Kotsonis,Pennsylvania,Philadelphia,19143,EAST,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,$7.52 ,2,$15.04 ,2017,April
1688,CA-2017-143798,6/22/2021,Anthony Witt,Pennsylvania,Philadelphia,19140,EAST,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,$10.37 ,2,$20.74 ,2017,December
1689,CA-2017-143798,6/23/2021,Anthony Witt,Pennsylvania,Philadelphia,19140,EAST,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,$310.88 ,2,$621.76 ,2017,December
1690,CA-2014-142839,6/24/2021,Troy Staebel,Pennsylvania,Philadelphia,19143,EAST,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,$853.09 ,6,"$5,118.55 ",2014,August
1691,CA-2017-129833,6/25/2021,Herbert Flentye,Indiana,Indianapolis,46203,CENTRAL,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",$33.45 ,5,$167.25 ,2017,December
1692,CA-2017-129833,6/26/2021,Herbert Flentye,Indiana,Indianapolis,46203,CENTRAL,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,$10.40 ,5,$52.00 ,2017,December
1693,US-2016-154361,6/27/2021,Henia Zydlo,Ohio,Columbus,43229,EAST,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,$21.88 ,5,$109.40 ,2016,March
1694,US-2016-158708,6/28/2021,Alejandro Ballentine,Texas,Plano,75023,CENTRAL,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,$13.62 ,2,$27.23 ,2016,June
1695,CA-2015-156335,6/29/2021,Phillina Ober,New Jersey,Bayonne,7002,EAST,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,$63.96 ,4,$255.84 ,2015,September
1696,CA-2015-156335,6/30/2021,Phillina Ober,New Jersey,Bayonne,7002,EAST,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,$14.46 ,3,$43.38 ,2015,September
1697,CA-2015-156335,7/1/2021,Phillina Ober,New Jersey,Bayonne,7002,EAST,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,$104.98 ,2,$209.96 ,2015,September
1698,CA-2015-148376,7/2/2021,Arthur Gainer,California,Los Angeles,90008,WEST,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,$106.96 ,2,$213.92 ,2015,December
1699,CA-2015-148376,7/3/2021,Arthur Gainer,California,Los Angeles,90008,WEST,OFF-LA-10002381,Office Supplies,Labels,Avery 497,$21.56 ,7,$150.92 ,2015,December
1700,CA-2014-135657,7/4/2021,Steven Cartwright,Washington,Seattle,98115,WEST,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,$515.88 ,6,"$3,095.28 ",2014,June
1701,CA-2015-114069,7/5/2021,Natalie DeCherney,New York,New York City,10035,EAST,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,$11.81 ,2,$23.62 ,2015,July
1702,CA-2015-114069,7/6/2021,Natalie DeCherney,New York,New York City,10035,EAST,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,"$1,931.04 ",9,"$17,379.36 ",2015,July
1703,CA-2015-114069,7/7/2021,Natalie DeCherney,New York,New York City,10035,EAST,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,$9.96 ,2,$19.92 ,2015,July
1704,CA-2014-139857,7/8/2021,Cynthia Delaney,California,San Diego,92037,WEST,OFF-FA-10001843,Office Supplies,Fasteners,Staples,$12.35 ,5,$61.75 ,2014,February
1705,CA-2016-106306,7/9/2021,Patrick Gardner,Arizona,Glendale,85301,WEST,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",$9.70 ,3,$29.11 ,2016,March
1706,CA-2015-100545,7/10/2021,Irene Maddox,Pennsylvania,Philadelphia,19120,EAST,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,$11.61 ,2,$23.22 ,2015,November
1707,CA-2017-123491,7/11/2021,Jamie Kunitz,California,San Francisco,94122,WEST,OFF-LA-10003077,Office Supplies,Labels,Avery 500,$43.86 ,6,$263.16 ,2017,October
1708,CA-2017-123491,7/12/2021,Jamie Kunitz,California,San Francisco,94122,WEST,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,$148.48 ,2,$296.96 ,2017,October
1709,CA-2017-123491,7/13/2021,Jamie Kunitz,California,San Francisco,94122,WEST,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",$7.42 ,2,$14.84 ,2017,October
1710,CA-2017-123491,7/14/2021,Jamie Kunitz,California,San Francisco,94122,WEST,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",$71.99 ,1,$71.99 ,2017,October
1711,CA-2017-123491,7/15/2021,Jamie Kunitz,California,San Francisco,94122,WEST,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,$19.90 ,5,$99.50 ,2017,October
1712,CA-2017-123491,7/16/2021,Jamie Kunitz,California,San Francisco,94122,WEST,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","$1,702.12 ",14,"$23,829.68 ",2017,October
1713,CA-2015-145401,7/17/2021,Jeremy Pistek,Texas,Houston,77070,CENTRAL,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,$14.30 ,6,$85.82 ,2015,January
1714,US-2017-124968,7/18/2021,Michelle Moray,Illinois,Chicago,60610,CENTRAL,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,$765.63 ,7,"$5,359.38 ",2017,September
1715,CA-2017-104003,7/19/2021,Debra Catini,California,San Francisco,94110,WEST,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,$307.67 ,2,$615.33 ,2017,October
1716,CA-2016-154788,7/20/2021,John Lee,New York,New York City,10011,EAST,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,$7.71 ,2,$15.42 ,2016,April
1717,CA-2016-169943,7/21/2021,Bradley Nguyen,New York,New York City,10011,EAST,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,$242.90 ,5,"$1,214.50 ",2016,May
1718,CA-2016-169943,7/22/2021,Bradley Nguyen,New York,New York City,10011,EAST,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,$454.90 ,5,"$2,274.50 ",2016,May
1719,CA-2016-169943,7/23/2021,Bradley Nguyen,New York,New York City,10011,EAST,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,$35.92 ,4,$143.68 ,2016,May
1720,CA-2016-169943,7/24/2021,Bradley Nguyen,New York,New York City,10011,EAST,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",$39.76 ,8,$318.08 ,2016,May
1721,CA-2016-169943,7/25/2021,Bradley Nguyen,New York,New York City,10011,EAST,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,$47.74 ,4,$190.98 ,2016,May
1722,US-2015-123218,7/26/2021,Katherine Ducich,Illinois,Chicago,60623,CENTRAL,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,$159.98 ,2,$319.97 ,2015,December
1723,US-2015-123218,7/27/2021,Katherine Ducich,Illinois,Chicago,60623,CENTRAL,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,$255.97 ,4,"$1,023.87 ",2015,December
1724,US-2015-123218,7/28/2021,Katherine Ducich,Illinois,Chicago,60623,CENTRAL,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",$359.06 ,3,"$1,077.17 ",2015,December
1725,CA-2015-127453,7/29/2021,Jay Kimmel,Pennsylvania,Philadelphia,19143,EAST,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,$434.35 ,3,"$1,303.06 ",2015,December
1726,CA-2015-127453,7/30/2021,Jay Kimmel,Pennsylvania,Philadelphia,19143,EAST,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,$3.55 ,2,$7.10 ,2015,December
1727,CA-2015-127453,7/31/2021,Jay Kimmel,Pennsylvania,Philadelphia,19143,EAST,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,$88.83 ,4,$355.33 ,2015,December
1728,US-2017-164056,8/1/2021,Filia McAdams,Ohio,Dublin,43017,EAST,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","$1,048.35 ",5,"$5,241.75 ",2017,April
1729,CA-2016-106894,8/2/2021,Christina Anderson,Virginia,Springfield,22153,SOUTH,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,$100.00 ,4,$400.00 ,2016,February
1730,CA-2016-106894,8/3/2021,Christina Anderson,Virginia,Springfield,22153,SOUTH,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,$7.83 ,3,$23.49 ,2016,February
1731,CA-2014-125136,8/4/2021,Keith Dawkins,North Carolina,Fayetteville,28314,SOUTH,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,$96.26 ,8,$770.05 ,2014,September
1732,CA-2014-125136,8/5/2021,Keith Dawkins,North Carolina,Fayetteville,28314,SOUTH,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,$10.69 ,2,$21.38 ,2014,September
1733,US-2016-131149,8/6/2021,Logan Haushalter,Texas,Dallas,75081,CENTRAL,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",$338.04 ,3,"$1,014.12 ",2016,July
1734,US-2016-131149,8/7/2021,Logan Haushalter,Texas,Dallas,75081,CENTRAL,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,$154.24 ,4,$616.96 ,2016,July
1735,CA-2017-101483,8/8/2021,Anna Gayman,North Carolina,Jacksonville,28540,SOUTH,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,$34.85 ,2,$69.70 ,2017,July
1736,CA-2017-101483,8/9/2021,Anna Gayman,North Carolina,Jacksonville,28540,SOUTH,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,$22.00 ,5,$110.00 ,2017,July
1737,CA-2017-101483,8/10/2021,Anna Gayman,North Carolina,Jacksonville,28540,SOUTH,OFF-AR-10002833,Office Supplies,Art,Newell 322,$4.37 ,3,$13.10 ,2017,July
1738,CA-2015-130204,8/11/2021,David Bremer,California,San Francisco,94122,WEST,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,$31.44 ,3,$94.32 ,2015,September
1739,CA-2015-130204,8/12/2021,David Bremer,California,San Francisco,94122,WEST,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$17.90 ,2,$35.80 ,2015,September
1740,CA-2015-130204,8/13/2021,David Bremer,California,San Francisco,94122,WEST,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",$129.45 ,5,$647.25 ,2015,September
1741,CA-2014-110527,8/14/2021,Emily Ducich,California,San Diego,92037,WEST,OFF-LA-10000262,Office Supplies,Labels,Avery 494,$20.88 ,8,$167.04 ,2014,August
1742,CA-2017-152807,8/15/2021,Mick Crebagga,Pennsylvania,Philadelphia,19140,EAST,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,$20.74 ,4,$82.94 ,2017,October
1743,CA-2017-152807,8/16/2021,Mick Crebagga,Pennsylvania,Philadelphia,19140,EAST,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",$7.17 ,2,$14.34 ,2017,October
1744,CA-2017-152807,8/17/2021,Mick Crebagga,Pennsylvania,Philadelphia,19140,EAST,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,$11.17 ,2,$22.34 ,2017,October
1745,CA-2017-152807,8/18/2021,Mick Crebagga,Pennsylvania,Philadelphia,19140,EAST,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,$442.40 ,7,"$3,096.80 ",2017,October
1746,CA-2014-133270,8/19/2021,Bryan Mills,New York,Rochester,14609,EAST,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,$13.36 ,2,$26.72 ,2014,June
1747,CA-2016-155670,8/20/2021,Erin Mull,North Carolina,Jacksonville,28540,SOUTH,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,$11.23 ,8,$89.86 ,2016,August
1748,CA-2016-155670,8/21/2021,Erin Mull,North Carolina,Jacksonville,28540,SOUTH,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,$10.27 ,3,$30.82 ,2016,August
1749,US-2014-157406,8/22/2021,Dianna Arnett,Texas,Houston,77095,CENTRAL,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,$10.37 ,2,$20.74 ,2014,April
